"ID","CATEGORY","Site Name","State","Other site","Industry","Sample mat","Sample dat","PFOA (ppt)","PFOS (ppt)","PFOA+PFOS","Total PFAS","Notes and","Link to PF","Link to su","Federal/st","Site-speci","Site-spe_1","Site Name,","latitude","longitude","name","desc","color","source","precision","STATEFP","COUNTYFP","TRACTCE","AFFGEOID","GEOID","NAME_2","NAMELSAD","STUSPS","NAMELSADCO","STATE_NAME","LSAD","ALAND","AWATER","NAME","populationE","hisp_latinoE","whiteE","blackE","ai_anE","asianE","nh_piE","otherE","two_or_moreE","median_ageE","median_hh_incomeE","hh_with_under18E","born_in_USE","foreign_bornE","language_all_over_5E","language_englishE","language_not_englishE","language_not_english_very_wellE","language_spanishE","language_indo_euroE","language_asian_piE","language_otherE"
365,"Known","Butler Plaza","Florida",NA,"Industry","Unknown",NA,NA,NA,NA,NA,NA,NA,"https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts",NA,"https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC","https://drive.google.com/drive/u/0/folders/1LZjR83CbEnDEpUbffoGlhwNozjW0qBSV","Butler Plaza, Florida",29.62,-82.37,"Butler Plaza, Florida","Butler Plaza, FL",NA,"Bing Maps","LandmarkBuilding","12","001","001517","1400000US12001001517","12001001517",15.17,"Census Tract 15.17","FL","Alachua County","Florida","CT",1508688,770,"Census Tract 15.17, Alachua County, Florida",5298,930,2577,332,6,1226,6,17,204,24.2,28299,238,3477,1519,5175,3509,1666,594,710,100,747,NA
366,"Known","Camp Blanding","Florida",NA,"Military","Drinking Water",2018,NA,NA,NA,2,NA,"https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://www.nationalguard.mil/Leadership/Joint-Staff/Personal-Staff/Public-Affairs/Community-Relations/Environmental/PFAS-PFOA-Library/Florida/","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/0/folders/1WcOIk-FxyYuvPfKURY-F1h3EBrWA3Kg_","Camp Blanding, Florida",29.94,-81.98,"Camp Blanding, Florida","Camp Blanding National Guard, FL",NA,"Bing Maps","MilitaryBase","12","019","980000","1400000US12019980000","12019980000",9800,"Census Tract 9800","FL","Clay County","Florida","CT",281100597,17800748,"Census Tract 9800, Clay County, Florida",340,3,301,5,0,0,0,0,31,62.4,66964,10,340,0,335,335,0,0,0,0,0,NA
367,"Known","Cape Canaveral Air Force Station","Florida",NA,"Military","Groundwater",2017,12000,330000,337100,341100,"AFFF used at Cape Canaveral Air Force Station","https://drive.google.com/file/d/1sRgLboFLecE_xsgNsBC_2Blt-hZRHCgB/view?usp=sharing","https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf","N/A","https://drive.google.com/drive/folders/1jjWI1SO6lDUfq1997cBvh1UsjWL4vXPA",NA,"Cape Canaveral Air Force Station, Florida",28.48,-80.57,"Cape Canaveral Air Force Station, Florida","Cape Canaveral Air Force Station, FL",NA,"Bing Maps","MilitaryBase","12","009","980000","1400000US12009980000","12009980000",9800,"Census Tract 9800","FL","Brevard County","Florida","CT",64685035,16998095,"Census Tract 9800, Brevard County, Florida",0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA
369,"Known","Chipola College Firefighting Academy","Florida",NA,"Fire Department/Training Facility","Groundwater",2019,2,1,NA,NA,NA,"https://drive.google.com/file/d/1glvHUc6TUWEWwANc6sKNITUWMXAecx-t/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/fire-training-facility-preliminary-site-assessments","https://floridadep.gov/waste/waste-cleanup/content/chipola-college-firefighting-academy",NA,NA,"Chipola College Firefighting Academy, Florida",30.79,-85.23,"Chipola College Firefighting Academy, Florida","Chipola College, FL",NA,"Bing Maps","HigherEducationFacility","12","063","210500","1400000US12063210500","12063210500",2105,"Census Tract 2105","FL","Jackson County","Florida","CT",43676269,150414,"Census Tract 2105, Jackson County, Florida",3728,152,2543,1014,0,4,0,15,0,36.8,43646,403,3641,53,3572,3349,223,54,108,110,5,NA
371,"Known","Citrus County Sheriff?s Department Training Facility","Florida",NA,"Fire Department/Training Facility","Groundwater",2019,860,11000,NA,NA,NA,"https://drive.google.com/file/d/1h_yx61UslH087rlRuMPs6sMzBpCzTXh2/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/fire-training-facility-preliminary-site-assessments","https://floridadep.gov/waste/waste-cleanup/content/citrus-county-sheriff%E2%80%99s-department-training-facility",NA,NA,"Citrus County Sheriff?s Department Training Facility, Florida",28.83,-82.34,"Citrus County Sheriff?s Department Training Facility, Florida","Citrus County",NA,"Bing Maps","county/district","12","017","451400","1400000US12017451400","12017451400",4514,"Census Tract 4514","FL","Citrus County","Florida","CT",210305175,541118,"Census Tract 4514, Citrus County, Florida",6096,329,5097,515,30,47,0,29,49,43.6,44117,353,5695,185,6018,5715,303,163,150,150,0,NA
372,"Known","City of Hialeah Training Facility","Florida",NA,"Fire Department/Training Facility","Groundwater",2020,38,910,NA,NA,NA,"https://drive.google.com/file/d/18aXLQ-Hpj8htSszqQ2h0QqXUprs27NlT/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/fire-training-facility-preliminary-site-assessments","https://floridadep.gov/waste/waste-cleanup/content/city-hialeah-training-facility",NA,NA,"City of Hialeah Training Facility, Florida",25.82,-80.28,"City of Hialeah Training Facility, Florida","Hialeah, FL",NA,"Bing Maps","city/town","12","086","004703","1400000US12086004703","12086004703",47.03,"Census Tract 47.03","FL","Miami-Dade County","Florida","CT",2146442,50137,"Census Tract 47.03, Miami-Dade County, Florida",5343,4448,599,95,0,115,0,0,86,44.6,65714,595,2129,3028,4902,1157,3745,1841,3627,94,14,NA
373,"Known","City of Miami Fire Rescue Training Center","Florida",NA,"Fire Department/Training Facility","Groundwater",2020,21,54,NA,NA,NA,"https://drive.google.com/file/d/1_nya9uaMCIieeCuY2O9jXija4hLB7Dcn/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/fire-training-facility-preliminary-site-assessments","https://floridadep.gov/waste/waste-cleanup/content/city-miami-fire-rescue-training-center",NA,"https://drive.google.com/drive/u/1/folders/1XKFfLVtNpJlVWvB0n5otKs3R1akHwY_L","City of Miami Fire Rescue Training Center, Florida",25.77,-80.19,"City of Miami Fire Rescue Training Center, Florida","Miami, FL",NA,"Bing Maps","city/town","12","086","003703","1400000US12086003703","12086003703",37.03,"Census Tract 37.03","FL","Miami-Dade County","Florida","CT",161624,20568,"Census Tract 37.03, Miami-Dade County, Florida",2514,1363,837,139,0,103,0,0,72,31.5,106771,108,1005,1435,2373,735,1638,212,1221,303,91,NA
375,"Known","Coral Springs Regional Institute of Public Safety","Florida",NA,"Fire Department/Training Facility","Groundwater",2019,260,32,NA,NA,NA,"https://drive.google.com/file/d/1jO1jhJyPUBDVst15I5G-KsZE3DOahw0o/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/fire-training-facility-preliminary-site-assessments","https://floridadep.gov/waste/waste-cleanup/content/coral-springs-regional-institute-public-safety",NA,NA,"Coral Springs Regional Institute of Public Safety, Florida",26.27,-80.25,"Coral Springs Regional Institute of Public Safety, Florida","Coral Springs, FL",NA,"Bing Maps","city/town","12","011","020323","1400000US12011020323","12011020323",203.23,"Census Tract 203.23","FL","Broward County","Florida","CT",1100293,39715,"Census Tract 203.23, Broward County, Florida",4009,1043,1179,1266,29,398,0,79,15,36.3,53212,588,2145,1755,3713,2158,1555,565,820,264,145,NA
380,"Known","Eglin Air Force Base","Florida",NA,"Military","Groundwater",2018,280000,535000,552200,832985,"AFFF used at Eglin Air Force Base","https://drive.google.com/file/d/1nIp-Rq9m7UwCM_juyR2M4Ud5V3hpJIvL/view?usp=sharing","https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf","Eglin AFB: 
https://www.eglin.af.mil/News/Article-Display/Article/1512342/water-contamination-concerns-addressed/","https://drive.google.com/drive/folders/1wlyoLM3PeVv4giURO4Yo-uMoc0dFKFR8",NA,"Eglin Air Force Base, Florida",30.47,-86.53,"Eglin Air Force Base, Florida","Eglin Air Force Base, FL",NA,"Bing Maps","city/town","12","091","021400","1400000US12091021400","12091021400",214,"Census Tract 214","FL","Okaloosa County","Florida","CT",7319381,1059163,"Census Tract 214, Okaloosa County, Florida",2219,543,1345,94,6,88,0,0,143,23.6,47708,443,1913,124,1940,1505,435,36,308,0,127,NA
382,"Known","Fire Academy of the South","Florida",NA,"Fire Department/Training Facility","Groundwater",2021,6,25,NA,NA,NA,"https://drive.google.com/file/d/1rwP_e006DOYKNdkKk6kJiWyvhSFq02xm/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/fire-training-facility-preliminary-site-assessments","https://floridadep.gov/waste/waste-cleanup/content/fire-academy-south",NA,"https://drive.google.com/drive/u/1/folders/11ktgggpemymmpOGCAnk5z4ZvxclHt-Iv","Fire Academy of the South, Florida",25.71,-80.41,"Fire Academy of the South, Florida","South Lake, FL",NA,"Bing Maps","Lake","12","086","017000","1400000US12086017000","12086017000",170,"Census Tract 170","FL","Miami-Dade County","Florida","CT",1237328,96583,"Census Tract 170, Miami-Dade County, Florida",5345,5029,275,26,0,14,0,0,1,45.9,52168,531,1477,3797,5162,477,4685,2664,4620,42,23,NA
388,"Known","Homestead Air Reserve Base","Florida",NA,"Military","Groundwater",2019,3100,9700,NA,NA,NA,"https://drive.google.com/file/d/13vInc5dur_MfHNHTqeT3H80sJqcCQmLx/view?usp=sharing","https://ar.afcec-cloud.af.mil/Search.aspx",NA,NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Homestead Air Reserve Base, Florida",25.48,-80.39,"Homestead Air Reserve Base, Florida","Homestead Air Force Base, FL",NA,"Bing Maps","MilitaryBase","12","086","980700","1400000US12086980700","12086980700",9807,"Census Tract 9807","FL","Miami-Dade County","Florida","CT",10990386,267581,"Census Tract 9807, Miami-Dade County, Florida",725,254,111,339,2,0,0,0,19,22.1,NA,96,638,65,670,491,179,41,177,0,0,NA
389,"Known","Hurlburt Field Air Force Base","Florida",NA,"Military","Groundwater",2017,16000,108000,109830,387363,"AFFF used at Hurlburt Field Air Force Base","https://drive.google.com/file/d/1RpRbbxOzxlXv78sqGx_01pWjuztDGlS-/view?usp=sharing","https://ar.afcec-cloud.af.mil/Search.aspx","http://afcec.publicadmin-record.us.af.mil/","https://drive.google.com/drive/u/0/folders/1dllqKdCTAOXWDd1RszYcLVpAeBwuRrCm",NA,"Hurlburt Field Air Force Base, Florida",30.43,-86.68,"Hurlburt Field Air Force Base, Florida","Hurlburt Field, FL",NA,"Bing Maps","city/town","12","091","020800","1400000US12091020800","12091020800",208,"Census Tract 208","FL","Okaloosa County","Florida","CT",943661657,4333505,"Census Tract 208, Okaloosa County, Florida",5571,436,4274,406,55,166,0,14,220,22.7,87159,785,5126,300,4808,4367,441,74,200,124,103,NA
411,"Known","Naval Air Station Jacksonville","Florida",NA,"Military","Groundwater",2017,17000,320000,337000,412600,"AFFF used at NAS Jacksonville","https://drive.google.com/file/d/1toUXVwhQH_bbKBOr-DmyT_Kb_QZpmJTn/view?usp=sharing","https://ar.afcec-cloud.af.mil/Search.aspx","FDEP: https://floridadep.gov/waste/waste-cleanup/content/pfas-investigation-federal-facilities","https://drive.google.com/drive/u/0/folders/1FS_l34fMd5y60SExchRrClGn6d6NA4ro",NA,"Naval Air Station Jacksonville, Florida",30.21,-81.68,"Naval Air Station Jacksonville, Florida","Jacksonville Naval Air Station, FL",NA,"Bing Maps","MilitaryBase","12","031","013200","1400000US12031013200","12031013200",132,"Census Tract 132","FL","Duval County","Florida","CT",15550422,8752216,"Census Tract 132, Duval County, Florida",2737,585,1601,447,12,0,13,13,66,21.9,54318,233,2589,50,2521,2264,257,7,168,60,0,NA
412,"Known","Naval Air Station Pensacola","Florida","Pensacola International Airport","Military","Groundwater",2017,NA,NA,126300,NA,"Emerald Coast Utilities Authorities wells contaminated by AFFF used at NAS Pensacola/Pensacola Intl Airport, and by waste disposal/manufacturing emissions at Solutia Chemical company's Pensacola plant.","https://prodenv.dep.state.fl.us/DepNexus/public/searchPortal","http://www.panhandlepolitico.com/escambia-news/clean-water-network-asks-epa-to-test-ecua-wells/","N/A","https://drive.google.com/drive/folders/1XdzK0RyecAppUVDmVSdhNCAz7WUtgFLW","https://drive.google.com/drive/u/0/folders/1zRue6ytmesnyjSbuMqdxwYIVa0m-9blI","Naval Air Station Pensacola, Florida",30.35,-87.3,"Naval Air Station Pensacola, Florida","Pensacola Naval Air Station, FL",NA,"Bing Maps","MilitaryBase","12","033","002400","1400000US12033002400","12033002400",24,"Census Tract 24","FL","Escambia County","Florida","CT",20954901,2394825,"Census Tract 24, Escambia County, Florida",5144,1519,2509,464,35,275,0,17,325,20.6,50625,173,4456,475,4980,3804,1176,273,776,152,195,NA
413,"Known","Naval Air Station Whiting Field","Florida",NA,"Military","Groundwater",NA,17400,53600,NA,NA,"AFFF used at NAS Whiting Field","https://www.agri-pulse.com/ext/resources/pdfs/congress/STATUS-OF-NOTIFICATIONS-TO-AGRICULTURAL-OPERATIONS-PURSUANT-TO-SECTION-335-OF-THE-FISCAL-YEAR-2021-NATIONAL-DEFENSE-AUTHORIZATION-ACT-1.pdf","https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/pfas_reading_room.html","NAVFAC: https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/installation_map/navfac_atlantic/southeast/naval_air_station_whiting_field/admin_records.html","https://drive.google.com/drive/folders/1cf1oI3mhRWD27I1q5ewRi9eMplfd4SHZ","https://drive.google.com/drive/u/0/folders/1KueQZTBOu-J9HE6uG7e0E3N_ehDxrPV-","Naval Air Station Whiting Field, Florida",30.71,-87.01,"Naval Air Station Whiting Field, Florida","Naval Air Station Whiting Field, FL",NA,"Bing Maps","MilitaryBase","12","113","010400","1400000US12113010400","12113010400",104,"Census Tract 104","FL","Santa Rosa County","Florida","CT",210064618,1625706,"Census Tract 104, Santa Rosa County, Florida",2692,66,2493,53,0,35,0,0,45,47.9,53456,212,2517,100,2507,2427,80,0,71,0,9,NA
415,"Known","NTC Orlando","Florida",NA,"Military","Groundwater",2018,140,85,NA,NA,"Base has been converted https://www.epa.gov/fedfac/naval-training-center-orlando-site-spotlight","https://drive.google.com/file/d/1_5mXdUJdCC9TPFb-3MgOjY6yFBV87mfI/view?usp=sharing","https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/pfas_reading_room.html",NA,"https://drive.google.com/drive/u/0/folders/1Rk0NgkjofKvuQ2G9ggGMwI_WdJEC7dA5","https://drive.google.com/drive/u/0/folders/1k8GDm-TuKsemAvhUhH8Wr3nWPZZccO3M","NTC Orlando, Florida",28.53,-81.37,"NTC Orlando, Florida","Orlando, FL",NA,"Bing Maps","city/town","12","095","011300","1400000US12095011300","12095011300",113,"Census Tract 113","FL","Orange County","Florida","CT",2988644,307117,"Census Tract 113, Orange County, Florida",5680,542,4410,172,0,128,0,233,195,42.1,114750,873,4781,744,5149,4048,1101,110,482,436,183,NA
418,"Known","Palm Beach County Fire Rescue","Florida",NA,"Fire Department/Training Facility","Groundwater",2019,130,1200,NA,NA,NA,"https://drive.google.com/file/d/1uqVX_B8YOH8KX5lNjrYBYm5c8l3_Z6hk/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/fire-training-facility-preliminary-site-assessments","https://floridadep.gov/waste/waste-cleanup/content/palm-beach-county-fire-rescue",NA,"https://drive.google.com/drive/u/0/folders/1QlNV6LuKXVVR_wXkBvwUSo8aIhJF93Qh","Palm Beach County Fire Rescue, Florida",26.71,-80.05,"Palm Beach County Fire Rescue, Florida","Palm Beach County",NA,"Bing Maps","county/district","12","099","002701","1400000US12099002701","12099002701",27.01,"Census Tract 27.01","FL","Palm Beach County","Florida","CT",329903,365473,"Census Tract 27.01, Palm Beach County, Florida",1326,124,1143,59,0,0,0,0,0,74.9,80547,0,1006,263,1326,1185,141,37,62,79,0,NA
419,"Known","Palm Beach State College","Florida",NA,"Fire Department/Training Facility","Groundwater",2019,2200,23000,NA,NA,NA,"https://drive.google.com/file/d/1FcHrvKDDUAs9RiOD4_JvxUrY935bk9VF/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/fire-training-facility-preliminary-site-assessments","https://floridadep.gov/waste/waste-cleanup/content/palm-beach-state-college",NA,"https://drive.google.com/drive/u/1/folders/1OQHUOrhleHTwsoUaTm3OiNYyaNeLanG8","Palm Beach State College, Florida",26.68,-80.29,"Palm Beach State College, Florida","Palm Beach State College, FL",NA,"Bing Maps","HigherEducationFacility","12","099","007721","1400000US12099007721","12099007721",77.21,"Census Tract 77.21","FL","Palm Beach County","Florida","CT",44161587,0,"Census Tract 77.21, Palm Beach County, Florida",4978,820,3842,67,0,222,0,0,27,44.6,100278,657,3861,803,4765,3607,1158,345,734,234,190,NA
434,"Known","South Florida State College Fire Academy","Florida",NA,"Fire Department/Training Facility","Groundwater",2019,7,10,NA,NA,NA,"https://drive.google.com/file/d/19nwDL_V6R8t9ZNWLh4_Mv4G0UjMdJeC2/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/fire-training-facility-preliminary-site-assessments","https://floridadep.gov/waste/waste-cleanup/content/south-florida-state-college-fire-academy",NA,"https://drive.google.com/drive/u/1/folders/11zXVbppZmJxvqdmVOhR1TTCyXPhd7-eP","South Florida State College Fire Academy, Florida",27.56,-81.5,"South Florida State College Fire Academy, Florida","South Florida State College, FL",NA,"Bing Maps","HigherEducationFacility","12","055","960105","1400000US12055960105","12055960105",9601.05,"Census Tract 9601.05","FL","Highlands County","Florida","CT",5996492,1662536,"Census Tract 9601.05, Highlands County, Florida",1918,383,924,381,67,62,0,0,101,50.6,42817,131,1698,120,1754,1443,311,127,243,0,68,NA
552,"Known","NCTAMS Cutler","Maine",NA,"Military","Groundwater",2020,352,118,357,724,NA,"https://drive.google.com/file/d/1vVYFb43PeXVqYEP7nas7SKAoEAib0M-6/view?usp=sharing","https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/pfas_reading_room.html",NA,"https://drive.google.com/drive/u/0/folders/1by0p8uLbdaqzz99WChckyrW75nt0u1ZV",NA,"NCTAMS Cutler, Maine",44.65,-67.2,"NCTAMS Cutler, Maine","Cutler, ME",NA,"Bing Maps","city/town","23","029","955800","1400000US23029955800","23029955800",9558,"Census Tract 9558","ME","Washington County","Maine","CT",294949646,162478253,"Census Tract 9558, Washington County, Maine",2302,35,2200,17,19,5,0,2,24,57.7,45609,217,2184,85,2192,2159,33,3,3,27,0,NA
555,"Known","New Gloucester Town Garage","Maine",NA,"Unknown","Groundwater",2018,21,738,759,995,NA,"https://www.maine.gov/dep/spills/topics/pfas/PFAS-current-results-06022020.pdf",NA,"https://www.maine.gov/dep/spills/topics/pfas/",NA,"https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC","New Gloucester Town Garage, Maine",43.96,-70.28,"New Gloucester Town Garage, Maine","New Gloucester, ME",NA,"Bing Maps","city/town","23","005","011500","1400000US23005011500","23005011500",115,"Census Tract 115","ME","Cumberland County","Maine","CT",181253871,1803332,"Census Tract 115, Cumberland County, Maine",7344,81,7002,11,0,81,0,0,169,41.4,81466,1020,7173,136,6979,6670,309,87,35,181,90,NA
470,"Known","O'Hare International Airport","Illinois","O'Hare Air Reserve Station","Military","Groundwater",2018,13600,1520,13800,39790,NA,NA,"https://ar.afcec-cloud.af.mil/Search.aspx",NA,NA,"https://drive.google.com/drive/u/1/folders/1fYDQFe4UWFk2YQGKTr3XuP00Dglemjs9?ths=true","O'Hare International Airport, Illinois",41.97,-87.9,"O'Hare International Airport, Illinois","Chicago O'Hare International Airport, IL",NA,"Bing Maps","Airport","17","031","980000","1400000US17031980000","17031980000",9800,"Census Tract 9800","IL","Cook County","Illinois","CT",19890200,92402,"Census Tract 9800, Cook County, Illinois",0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA
471,"Known","Peoria Air National Guard Base","Illinois","Peoria International Airport","Military","Groundwater",2018,4480,152000,156480,171000,"AFFF used at Peoria International Airport / Air National Guard Base","https://drive.google.com/file/d/1g7ZLZRZcq6fNOicWNoTK3W9tNf0dj3zH/view?usp=sharing",NA,"http://afcec.publicadmin-record.us.af.mil/","https://drive.google.com/drive/u/0/folders/1BzY2RSn_pssRFOlIbYW0JAfrGmTSlpGL",NA,"Peoria Air National Guard Base, Illinois",40.65,-89.69,"Peoria Air National Guard Base, Illinois","Peoria Air National Guard, IL",NA,"Bing Maps","MilitaryBase","17","143","004801","1400000US17143004801","17143004801",48.01,"Census Tract 48.01","IL","Peoria County","Illinois","CT",42755575,0,"Census Tract 48.01, Peoria County, Illinois",4902,39,4693,21,4,14,0,0,131,45.6,80382,555,4809,58,4681,4638,43,23,25,4,14,NA
472,"Known","Rock Island Arsenal","Illinois",NA,"Military","Drinking Water",2018,NA,NA,NA,34,NA,"https://cdn3.ewg.org/sites/default/files/u352/EWG_PFASTable-Army_C01.pdf",NA,"https://www.sierraclub.org/sites/www.sierraclub.org/files/sce-authors/u32032/PFAS%20factsheet%202021%20v3%20%282%29%20%281%29.pdf","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/0/folders/1F_d--m_5xGTArNZRwIPUomUV5iIsXoja","Rock Island Arsenal, Illinois",41.51,-90.52,"Rock Island Arsenal, Illinois","Rock Island Arsenal, IL",NA,"Bing Maps","city/town","17","161","024500","1400000US17161024500","17161024500",245,"Census Tract 245","IL","Rock Island County","Illinois","CT",5822611,2780709,"Census Tract 245, Rock Island County, Illinois",2215,597,836,434,13,30,0,0,305,31,43879,247,1929,282,2081,1590,491,172,439,9,11,NA
473,"Known","Scott Air Force Base","Illinois",NA,"Military","Groundwater",2021,62000,81000,NA,NA,NA,"https://drive.google.com/file/d/15qgnYezG_l4pAcbyJHBjIa0v0BLYiy8s/view?usp=sharing","https://ar.afcec-cloud.af.mil/Search.aspx",NA,NA,"https://drive.google.com/drive/u/0/folders/1BiHkwHDb2KEyLHz8zfx2vQ-DkTVwKeqb","Scott Air Force Base, Illinois",38.53,-89.86,"Scott Air Force Base, Illinois","Scott AFB, IL",NA,"Bing Maps","city/town","17","163","503908","1400000US17163503908","17163503908",5039.08,"Census Tract 5039.08","IL","St. Clair County","Illinois","CT",37343261,117578,"Census Tract 5039.08, St. Clair County, Illinois",6004,462,3239,1816,35,39,0,0,413,23.3,73750,1056,5511,120,5318,4878,440,153,180,84,19,NA
474,"Known","US Savanna Army Depot Activity","Illinois",NA,"Military","Unknown",NA,NA,NA,NA,NA,"Identified by the Environmental Protection Agency (EPA) as having PFAS contamination.",NA,"https://www.epw.senate.gov/public/index.cfm/superfund-sites-identified-by-epa-to-have-pfas-contamination","https://cumulis.epa.gov/supercpad/SiteProfiles/index.cfm?fuseaction=second.docdata&id=0501174",NA,"https://drive.google.com/drive/u/0/folders/1d4eqGyOA1V2J8JeZ7U181IlMMJOozmIA","US Savanna Army Depot Activity, Illinois",42.22,-90.33,"US Savanna Army Depot Activity, Illinois","Savannah Army Depot, IL",NA,"Bing Maps","MilitaryBase","17","085","020402","1400000US17085020402","17085020402",204.02,"Census Tract 204.02","IL","Jo Daviess County","Illinois","CT",412265798,21917052,"Census Tract 204.02, Jo Daviess County, Illinois",2875,43,2716,21,44,0,0,9,42,44.8,46745,392,2837,17,2705,2664,41,6,10,29,0,NA
475,"Known","Fort Wayne Air National Guard Base","Indiana","Fort Wayne International Airport","Military","Groundwater",2018,44,110,135,270,NA,"https://drive.google.com/file/d/1fQ8kWyQaWVVmirFkot8IjGQbBannhvGR/view?usp=sharing","https://ar.afcec-cloud.af.mil/Search.aspx",NA,NA,"https://drive.google.com/drive/u/1/folders/11c1X0qOOC6Y9PtwDH7RylKpSRA2Dp5EH?ths=true","Fort Wayne Air National Guard Base, Indiana",41.07,-85.13,"Fort Wayne Air National Guard Base, Indiana","Fort Wayne, IN",NA,"Bing Maps","city/town","18","003","004400","1400000US18003004400","18003004400",44,"Census Tract 44","IN","Allen County","Indiana","CT",1904706,11902,"Census Tract 44, Allen County, Indiana",3137,1385,740,931,10,0,0,0,71,31.5,30806,547,2613,524,2878,1861,1017,490,989,0,0,NA
476,"Known","Grissom Air Reserve Base","Indiana",NA,"Military","Groundwater",NA,NA,NA,132000,NA,"AFFF used at Former Grissom Air Force Base","https://drive.google.com/file/d/1BJxq-pSEgCwkndPE-YmVCqYKmEAMfeMi/view?usp=sharing","https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf","https://www.in.gov/idem/resources/nonrule-policies/per-and-polyfluoroalkyl-substances-pfas/","https://drive.google.com/drive/u/1/folders/14BNpPlc9CjI4uBTi39TQZ0Cp7TeC9UWn",NA,"Grissom Air Reserve Base, Indiana",40.67,-86.14,"Grissom Air Reserve Base, Indiana","Grissom Air Reserve Base, IN",NA,"Bing Maps","city/town","18","103","952900","1400000US18103952900","18103952900",9529,"Census Tract 9529","IN","Miami County","Indiana","CT",12229831,6730,"Census Tract 9529, Miami County, Indiana",2794,160,1933,292,0,8,0,0,401,31.1,57292,276,2693,68,2653,2533,120,44,107,8,5,NA
478,"Known","Naval Surface Warfare Center Crane Divison","Indiana",NA,"Military","Groundwater",NA,40,428,NA,NA,NA,"https://www.agri-pulse.com/ext/resources/pdfs/congress/STATUS-OF-NOTIFICATIONS-TO-AGRICULTURAL-OPERATIONS-PURSUANT-TO-SECTION-335-OF-THE-FISCAL-YEAR-2021-NATIONAL-DEFENSE-AUTHORIZATION-ACT-1.pdf",NA,"https://www.navsea.navy.mil/Home/Warfare-Centers/NSWC-Crane/",NA,"https://drive.google.com/drive/u/0/folders/1qwhcJ_G-q5dfNs4tEfFz0QeNupltkJjo","Naval Surface Warfare Center Crane Divison, Indiana",38.83,-86.79,"Naval Surface Warfare Center Crane Divison, Indiana","Naval Surface Warfare Center Crane Division, IN",NA,"Bing Maps","MilitaryBase","18","101","950100","1400000US18101950100","18101950100",9501,"Census Tract 9501","IN","Martin County","Indiana","CT",483785731,7407856,"Census Tract 9501, Martin County, Indiana",2718,95,2552,49,0,18,0,0,4,40.6,65361,266,2684,13,2601,2487,114,17,90,7,17,NA
480,"Known","Des Moines Air National Guard Base","Iowa","Des Moines International Airport","Military","Groundwater",2018,1900,13000,13490,33000,"AFFF used at Des Moines ANGB/International Airport","https://drive.google.com/file/d/1Zdm9o-ocilDpmGz8Zop64EvVU2hQ2a7M/view?usp=sharing","https://www.iowapublicradio.org/post/des-moines-water-works-official-says-more-testing-needed-after-pfas-found-area-military-base#stream/0","http://afcec.publicadmin-record.us.af.mil","https://drive.google.com/drive/u/0/folders/1fkSaevn6CyXsD4tJ_giaCvBShOxiBuG2",NA,"Des Moines Air National Guard Base, Iowa",41.58,-93.62,"Des Moines Air National Guard Base, Iowa","Des Moines, IA",NA,"Bing Maps","city/town","19","153","005101","1400000US19153005101","19153005101",51.01,"Census Tract 51.01","IA","Polk County","Iowa","CT",4403556,279009,"Census Tract 51.01, Polk County, Iowa",6055,288,4383,678,10,439,0,25,232,28.9,48705,160,5511,498,5916,5281,635,88,132,201,237,NA
