"ID","CATEGORY","Site Name","State","Other site","Industry","Sample mat","Sample dat","PFOA (ppt)","PFOS (ppt)","PFOA+PFOS","Total PFAS","Notes and","Link to PF","Link to su","Federal/st","Site-speci","Site-spe_1","Site Name,","latitude","longitude","name","desc","color","source","precision","ZCTA5CE20","GEOID20","CLASSFP20","MTFCC20","FUNCSTAT20","ALAND20","AWATER20","INTPTLAT20","INTPTLON20","NAME","populationE","hisp_latinoE","whiteE","blackE","ai_anE","asianE","nh_piE","otherE","two_or_moreE","median_ageE","median_hh_incomeE","hh_with_under18E","born_in_USE","foreign_bornE","language_all_over_5E","language_englishE","language_not_englishE","language_not_english_very_wellE","language_spanishE","language_indo_euroE","language_asian_piE","language_otherE"
1646,"Known","Joint Base San Antonio - Randolph Air Force Base","Texas",NA,"Military","Groundwater",2017,62000,120000,182000,486310,"AFFF used at Randolph Air Force Base","https://drive.google.com/file/d/1FRofumnzFr5iS8_TxeZ1zQDYWBunPbZP/view?usp=sharing","https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf","http://afcec.publicadmin-record.us.af.mil/Search.aspx","https://drive.google.com/drive/u/1/folders/12_w4Abh0IytrZxslv_FrAn1ET7hsATHz?ths=true",NA,"Joint Base San Antonio - Randolph Air Force Base, Texas",29.52,-98.27,"Joint Base San Antonio - Randolph Air Force Base, Texas","Randolph Air Force Base, TX",NA,"Bing Maps","MilitaryBase","78148","78148","B5","G6350","S",24970063,122131,29.5432508,-98.2964779,"ZCTA5 78148",22955,8264,10428,2379,0,862,38,0,984,33.3,64457,2552,20073,2013,21268,16539,4729,1200,3890,442,397,NA
1648,"Known","Laughlin Air Force Base","Texas",NA,"Military","Groundwater",2018,7300,20000,27300,67850,"AFFF used at Laughlin Air Force Base","https://www.laughlin.af.mil/News/Article-Display/Article/1890695/laughlin-water-report-released/",NA,"http://afcec.publicadmin-record.us.af.mil/Search.aspx","https://drive.google.com/drive/u/0/folders/1BiHkwHDb2KEyLHz8zfx2vQ-DkTVwKeqb",NA,"Laughlin Air Force Base, Texas",29.36,-100.79,"Laughlin Air Force Base, Texas","Laughlin AFB, TX",NA,"Bing Maps","city/town","78840","78840","B5","G6350","S",2709891841,166642446,29.7297842,-100.9260082,"ZCTA5 78840",47993,40066,6572,544,55,346,5,78,327,32.6,47906,7096,35607,11385,43962,13951,30011,8611,29612,48,351,NA
1649,"Known","Reese Air Force Base","Texas",NA,"Military","Groundwater",2018,5460,1820,7280,5633,"AFFF used at Former Reese Air Force Base","https://www.agri-pulse.com/ext/resources/pdfs/congress/STATUS-OF-NOTIFICATIONS-TO-AGRICULTURAL-OPERATIONS-PURSUANT-TO-SECTION-335-OF-THE-FISCAL-YEAR-2021-NATIONAL-DEFENSE-AUTHORIZATION-ACT-1.pdf","Stegall, 01.19.2018 - U.S. Air Force finds 20 contaminated water wells at former Reese Air Force Base","http://afcec.publicadmin-record.us.af.mil/Search.aspx","https://drive.google.com/drive/u/1/folders/11c1X0qOOC6Y9PtwDH7RylKpSRA2Dp5EH?ths=true",NA,"Reese Air Force Base, Texas",33.59,-102.01,"Reese Air Force Base, Texas","Reese Village, TX",NA,"Bing Maps","city/town","79416","79416","B5","G6350","S",83264780,813711,33.6001136,-101.9827746,"ZCTA5 79416",34628,13496,17218,2307,113,867,4,49,574,28.2,58701,3488,31047,3133,32149,25014,7135,1107,5793,360,627,NA
1763,"Known","Milwaukee Estuary","Wisconsin",NA,"Unknown","Surface Water",2020,7,33,40,185,"News Article: https://dnr.wi.gov/news/releases/article/?id=5122","https://dnr.wi.gov/botw/DownloadBlobFile.do?docSeqNo=155101&docName=20200309_99_Surface_Water_PFAS_Concentrations.xlsx","https://dnr.wi.gov/botw/SetUpBasicSearchForm.do","https://dnr.wi.gov/botw/GetActivityDetail.do?adn=0241585337&siteId=32821900&crumb=1&search=b","https://drive.google.com/drive/u/0/folders/1iPu5rLq6ZhuGYnBNsPmCXIVFxsG2TrTe","https://drive.google.com/drive/u/0/folders/1_P7tsF9gCCcPB_2EltbsrAlG8HgRbj_K","Milwaukee Estuary, Wisconsin",43.04,-87.9,"Milwaukee Estuary, Wisconsin","Milwaukee, WI",NA,"Bing Maps","city/town","53202","53202","B5","G6350","S",5475323,2678344,43.0496727,-87.8923838,"ZCTA5 53202",24967,1122,19036,2277,147,1472,0,248,665,31.6,53812,454,22473,2161,24573,21982,2591,469,682,1066,662,NA
1594,"Known","Naval Air Warfare Center
Warminster","Pennsylvania",NA,"Military","Groundwater",2019,607,2448,3055,NA,"AFFF used at former Naval Air Warfare Center in Warminster and former Naval Air Station Joint Reserve Base in Horsham, along with the active Horsham Air Guard Station and Willow Grove Naval Air Station Joint Reserve Base (NASJRB)","https://www.bracpmo.navy.mil/content/dam/bracpmo/northeast/former_naval_air_warfare_center_warminster/pdfs/environmental/NAWC_20180501_map_WellSampleLocations_.pdf","http://www.nbcphiladelphia.com/news/local/Erin-Brockovich-Law-Firm-Investigating-Contaminated-Water-Military-Horsham-Willow-Grove-NAS-PFOA-PFOS-382104591.html","https://www.dep.pa.gov/Citizens/My-Water/drinking_water/PFAS/Pages/default.aspx","https://drive.google.com/drive/u/0/folders/15j5tFoVI3qyMTSBn42tANDTm2acyX0Ev",NA,"Naval Air Warfare Center
Warminster, Pennsylvania",11.58,124.44,"Naval Air Warfare Center","Naval, Philippines",NA,"Bing Maps","city/town",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1599,"Known","Pittsburgh Air National Guard","Pennsylvania",NA,"Military","Groundwater",2018,889,5900,6073,7265,NA,"https://drive.google.com/file/d/180-Opkrrsh4563DYKy_0d_x5CThTtuj4/view?usp=sharing","https://ar.afcec-cloud.af.mil/Search.aspx",NA,NA,NA,"Pittsburgh Air National Guard, Pennsylvania",40.44,-79.99,"Pittsburgh Air National Guard, Pennsylvania","Pittsburgh, PA",NA,"Bing Maps","city/town","15219","15219","B5","G6350","S",5699602,1196209,40.4427735,-79.9840766,"ZCTA5 15219",16101,482,5793,8302,35,791,0,20,678,26.9,27949,1358,15047,904,15223,14074,1149,350,365,299,378,NA
1701,"Known","Rutland City Landfill","Vermont",NA,"Landfill","Groundwater",2018,NA,NA,NA,104,NA,"https://drive.google.com/file/d/1JhhV5mZ6zw_VMwGJ3SWPF1_cUHAeanAg/view?usp=sharing","https://www.datawrapper.de/_/pmQX8/",NA,NA,"https://drive.google.com/drive/u/0/folders/1M1Scut6KPJD_7dQyfloKzUjDXmW5NOgP","Rutland City Landfill, Vermont",43.6,-73.01,"Rutland City Landfill, Vermont","Rutland, VT",NA,"Bing Maps","city/town","05701","05701","B5","G6350","S",175352195,579703,43.6245823,-72.9101923,"ZCTA5 05701",19722,327,18615,187,6,233,0,2,352,50,51591,1406,19118,435,18948,17898,1050,275,428,325,286,NA
822,"Known","Strength Environmental","Michigan","Advanced Resources Recovery, Environmental Waste Control, Inc., Valicor Environmental Services","Industry","Groundwater",2019,470,710,880,NA,NA,"https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Strength Environmental, Michigan",42.29,-83.3,NA,NA,NA,NA,NA,"48141","48141","B5","G6350","S",16194523,1610,42.2939448,-83.320298,"ZCTA5 48141",24398,862,4183,17926,238,335,3,47,804,31.6,32109,3341,23006,1237,22191,20283,1908,592,424,216,344,NA
823,"Known","Thermofil","Michigan",NA,"Industry","Groundwater",2018,NA,NA,163,294,"From 1977 ? 1982, the site was occupied by a plastics molder and painter, then starting in 1982 it operated a plastic compounding business.  The plastic creation process included the addition of flame-retardants. (MPART 7.1.19)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-500859--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-500859--,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/1vOBww8OqwcmsOhqTIKVkiFS-RYeasb0_?ths=true",NA,"Thermofil, Michigan",42.51,-83.76,NA,NA,NA,NA,NA,"48116","48116","B5","G6350","S",95660839,9860045,42.5058632,-83.7812494,"ZCTA5 48116",27422,733,25854,135,25,302,0,0,373,45.7,88825,3065,26289,974,26389,25531,858,312,142,458,210,NA
825,"Known","US Ecology Michigan","Michigan",NA,"Industry","Groundwater",2018,NA,30,NA,NA,"Centralized waste treatment","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/",NA,NA,"US Ecology Michigan, Michigan",42.31,-83.53,NA,NA,NA,NA,NA,"48187","48187","B5","G6350","S",46817089,30505,42.3255729,-83.4835758,"ZCTA5 48187",49919,1535,35205,3887,12,7684,0,55,1541,40.9,95133,6877,40618,8955,47163,37654,9509,3155,495,5099,2391,NA
827,"Known","Usher Oil Company","Michigan",NA,"Industry","Groundwater",2018,40,120,160,NA,"Centralized waste treatment","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/",NA,NA,"Usher Oil Company, Michigan",42.36,-83.15,NA,NA,NA,NA,NA,"48204","48204","B5","G6350","S",13017281,0,42.3658247,-83.1428011,"ZCTA5 48204",23528,651,794,20842,296,28,1,0,916,38.4,24554,2732,23132,365,21653,20926,727,335,432,80,48,NA
1603,"Known","Tobyhanna Army Depot","Pennsylvania",NA,"Military","Unknown",NA,NA,NA,NA,NA,"Identified by the Environmental Protection Agency (EPA) as having PFAS contamination. Provided to the Senate Committee on Environment and Public Works.",NA,"https://www.epw.senate.gov/public/index.cfm/superfund-sites-identified-by-epa-to-have-pfas-contamination","https://cumulis.epa.gov/supercpad/SiteProfiles/index.cfm?fuseaction=second.docdata&id=0302464",NA,NA,"Tobyhanna Army Depot, Pennsylvania",41.19,-75.42,"Tobyhanna Army Depot, Pennsylvania","Tobyhanna Army Depot, PA",NA,"Bing Maps","MilitaryBase","18466","18466","B5","G6350","S",90697282,1350146,41.1957219,-75.3768945,"ZCTA5 18466",17531,4885,7419,3831,0,514,0,281,601,38.5,60890,2212,13622,2888,16418,11953,4465,1615,3242,976,45,NA
1606,"Known","Camp Santiago Training Center","Puerto Rico",NA,"Military","Drinking Water",2018,NA,3,NA,19,NA,"https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/1/folders/1cel7IEpCZhPtOYCRmHwUgrovhiue8koA","Camp Santiago Training Center, Puerto Rico",18.21,-66.36,"Camp Santiago Training Center, Puerto Rico","Puerto Rico",NA,"Bing Maps","country","00720","00720","B5","G6350","S",145399456,286519,18.2166079,-66.4236825,"ZCTA5 00720",20387,20322,36,29,0,0,0,0,0,40.6,16072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1607,"Known","Fort Allen Training Area","Puerto Rico",NA,"Military","Drinking Water",2018,2,2,4,19,NA,"https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/0/folders/1_aSx9dgco_LfVgpTZsKIfRlI6Ur9t8ao","Fort Allen Training Area, Puerto Rico",18.21,-66.36,"Fort Allen Training Area, Puerto Rico","Puerto Rico",NA,"Bing Maps","country","00720","00720","B5","G6350","S",145399456,286519,18.2166079,-66.4236825,"ZCTA5 00720",20387,20322,36,29,0,0,0,0,0,40.6,16072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1608,"Known","Roosevelt Roads Camp Garcia","Puerto Rico",NA,"Military","Groundwater",NA,351375,491401,NA,NA,NA,"https://www.agri-pulse.com/ext/resources/pdfs/congress/STATUS-OF-NOTIFICATIONS-TO-AGRICULTURAL-OPERATIONS-PURSUANT-TO-SECTION-335-OF-THE-FISCAL-YEAR-2021-NATIONAL-DEFENSE-AUTHORIZATION-ACT-1.pdf",NA,NA,NA,NA,"Roosevelt Roads Camp Garcia, Puerto Rico",18.36,-66.08,"Roosevelt Roads Camp Garcia, Puerto Rico","Garc?a, Puerto Rico",NA,"Bing Maps","city/town","00926","00926","B5","G6350","S",60121393,216592,18.3486013,-66.0539294,"ZCTA5 00926",89327,88040,1064,50,0,136,0,15,22,45.1,35681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
1612,"Known","Naval Station Newport","Rhode Island","Newport Naval Education and Training Center","Military","Groundwater",2018,NA,NA,20420,NA,"AFFF used at Naval Station Newport","https://drive.google.com/file/d/1PkCsP9a16pU-sOxVu-RJE5Utl9Z-v8HC/view?usp=sharing","https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf","https://cumulis.epa.gov/supercpad/SiteProfiles/index.cfm?fuseaction=second.docdata&id=0101431","https://drive.google.com/drive/u/0/folders/1tWSX3nmtB-wMS9ocUAKz6Xe6YxhRsl1p",NA,"Naval Station Newport, Rhode Island",41.49,-71.3,"Naval Station Newport, Rhode Island","Newport, RI",NA,"Bing Maps","city/town","02840","02840","B5","G6350","S",18850120,8740651,41.4766815,-71.3196274,"ZCTA5 02840",22976,2050,17789,1611,276,381,0,47,822,37.9,67944,2126,20966,1484,21653,19615,2038,746,1002,729,235,NA
1613,"Known","North Smithfield","Rhode Island",NA,"Military","Drinking Water",2018,1,NA,1,20,NA,"https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://www.143aw.ang.af.mil/About-Us/Environmental/","https://www.143aw.ang.af.mil/About-Us/Environmental/","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/0/folders/1stBeyDp9XlWwgNQEp5iGjDm02tkTM1Ez","North Smithfield, Rhode Island",41.98,-71.54,"North Smithfield, Rhode Island","North Smithfield, RI",NA,"Bing Maps","city/town","02896","02896","B5","G6350","S",59638786,2333212,41.9751863,-71.5440692,"ZCTA5 02896",11901,617,10859,73,0,169,0,0,183,46.4,84787,1263,11124,632,11569,10391,1178,258,308,774,60,NA
1617,"Known","Former Myrtle Beach Air Force Base","South Carolina",NA,"Military","Groundwater",2015,150000,2490000,2640000,3479800,"AFFF used at Former Myrtle Beach Air Force Base","https://drive.google.com/file/d/1UTrrv8KY2IpegZmUCd12gJlqNEym_NQ2/view?usp=sharing","https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf","https://scdhec.gov/BOW/perfluoroalkyl-substances-pfas","https://drive.google.com/drive/u/0/folders/1pPzV4iTfH2RlS_GXCbEeY-f12XNxdjAj",NA,"Former Myrtle Beach Air Force Base, South Carolina",33.68,-78.88,"Former Myrtle Beach Air Force Base, South Carolina","Myrtle Beach, SC",NA,"Bing Maps","city/town",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1620,"Known","McEntire Joint National Guard Base","South Carolina",NA,"Military","Groundwater",2018,550,9500,9890,13388,"AFFF used at McEntire Joint National Guard Base","https://drive.google.com/file/d/1xae2aOXwajmKwVojA434T5qQ98ggJ0kb/view?usp=sharing",NA,"https://www.169fw.ang.af.mil/Environmental/","https://drive.google.com/drive/u/0/folders/1HDANhdUFwdJYL-BzFVXD1ZTt7VVpZaj_",NA,"McEntire Joint National Guard Base, South Carolina",33.92,-80.78,"McEntire Joint National Guard Base, South Carolina","McEntire Air National Guard Station, SC",NA,"Bing Maps","MilitaryBase","29044","29044","B5","G6350","S",355067961,5015185,33.92571,-80.695204,"ZCTA5 29044",5772,72,1716,3894,17,37,0,0,36,38.3,50388,483,5580,175,5440,5287,153,14,54,23,76,NA
1621,"Known","Parris Island Marine Corps Recruit Depot","South Carolina",NA,"Military","Groundwater",2015,11000,NA,NA,NA,"Identified by the Environmental Protection Agency (EPA) as having PFAS contamination. Provided to the Senate Committee on Environment and Public Works.","https://drive.google.com/file/d/17iILGUf1hlLEeUxsVXBW-EgVhvxCqI3Y/view?usp=sharing","https://www.epw.senate.gov/public/index.cfm/superfund-sites-identified-by-epa-to-have-pfas-contamination","https://cumulis.epa.gov/supercpad/SiteProfiles/index.cfm?fuseaction=second.docdata&id=0403488","https://drive.google.com/drive/u/0/folders/1DuQP3ArHrAC3CPay4SAH2SKXmpylae1K",NA,"Parris Island Marine Corps Recruit Depot, South Carolina",32.34,-80.67,"Parris Island Marine Corps Recruit Depot, South Carolina","Parris Island, SC",NA,"Bing Maps","Neighborhood","29905","29905","B5","G6350","S",7340301,2178073,32.3553711,-80.700252,"ZCTA5 29905",1494,343,843,218,0,11,19,0,60,20,NA,9,1428,42,1490,1237,253,41,250,0,3,NA
1622,"Known","Shaw Air Force Base","South Carolina",NA,"Military","Groundwater",2018,13000,30000,43000,210000,"AFFF used at Shaw Air Force Base","https://drive.google.com/file/d/1aRq7DditXwPiZ3mi3np9qqLTjGEtXGB8/view?usp=sharing","https://www.scdhec.gov/sites/default/files/media/document/PFAS%20DW%20data%20SAFB%20April%2029_0.pdf","https://scdhec.gov/BOW/perfluoroalkyl-substances-pfas/pfas-shaw-air-force-base","https://drive.google.com/drive/u/0/folders/1PB-jivQincx_q2ZtbNlmxOQHyGDkB0CC","https://drive.google.com/drive/u/0/folders/1__tLB0rRylIFlxexvj0E68OKNV-BGPQT","Shaw Air Force Base, South Carolina",33.97,-80.46,"Shaw Air Force Base, South Carolina","Shaw Air Force Base, SC",NA,"Bing Maps","MilitaryBase","29152","29152","B5","G6350","S",13209870,65176,33.9726572,-80.4673192,"ZCTA5 29152",2387,282,1580,298,0,23,0,0,204,23.1,35675,225,2207,42,2159,2061,98,35,65,0,23,NA
1624,"Known","Ellsworth Air Force Base","South Dakota",NA,"Military","Surface Water",2018,2e+05,1300000,1500000,1640000,"AFFF used at Ellsworth Air Force Base","https://drive.google.com/file/d/1gCiMYNzUqEApsLrElPDmnTWf7F1j54DC/view?usp=sharing","http://www.kotatv.com/content/news/Health-and-safety-constant-concerns-for-Ellsworth-Air-Force-Base--377474501.html","https://denr.sd.gov/des/gw/Superfund/Superfund_Sites.aspx","https://drive.google.com/drive/u/0/folders/1R6hJWrlYzJuRMaYk4bZEFlAwZFTs1PfD",NA,"Ellsworth Air Force Base, South Dakota",44.14,-103.07,"Ellsworth Air Force Base, South Dakota","Ellsworth Air Force Base, SD",NA,"Bing Maps","city/town","57719","57719","B5","G6350","S",433599180,521188,44.2312008,-102.9943767,"ZCTA5 57719",8156,368,6384,158,654,66,57,0,469,33.6,56581,1039,7806,95,7558,7294,264,52,77,41,27,NA
1625,"Known","Sioux Falls Regional Airport","South Dakota","Joe Foss Field Air National Guard Base","Airport","Groundwater",2019,14000,370000,382000,633400,"AFFF used at Sioux Falls Regional Airport. The Sioux Falls Fire Department was responsible for fire protection at the airport from 1970 to 1991, when the South Dakota Air National Guard took over firefighting responsibilities at the airport, conducting t","https://drive.google.com/file/d/1ugYJE5IcrFUxyEIB9JL1eR_ME76rdUEw/view?usp=sharing","https://rapidcityjournal.com/news/local/firefighting-foam-contaminates-millions-of-gallons-of-sioux-falls-water/article_fa8ca607-662d-5b2b-9a7f-75816870396e.html","https://denr.sd.gov/des/gw/Superfund/Superfund_Sites.aspx","https://drive.google.com/drive/u/0/folders/1aeiZHUuPJYYxIAXcqGIWtJgjyoal6ZZZ",NA,"Sioux Falls Regional Airport, South Dakota",43.58,-96.74,"Sioux Falls Regional Airport, South Dakota","Sioux Falls Regional Airport, SD",NA,"Bing Maps","Airport","57104","57104","B5","G6350","S",78690289,652100,43.603016,-96.7042734,"ZCTA5 57104",26217,1884,17956,3694,1490,231,0,0,962,33.9,45910,2697,22670,3231,24744,21134,3610,1562,1000,407,152,NA
1626,"Known","West Camp Rapid","South Dakota",NA,"Military","Drinking Water",2018,NA,NA,NA,6,NA,"https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/0/folders/1sD6L7qc_EYvQHHI8GHn25a9F-QhTy6JM","West Camp Rapid, South Dakota",44.07,-103.26,"West Camp Rapid, South Dakota","Camp Rapid, SD",NA,"Bing Maps","LandmarkBuilding","57702","57702","B5","G6350","S",740195195,5169257,44.0320119,-103.415359,"ZCTA5 57702",34973,1319,30949,125,774,388,34,224,1160,46.1,71059,3460,33889,727,32931,31988,943,279,285,129,267,NA
1627,"Known","Air National Guard - Berry Field","Tennessee",NA,"Military","Groundwater",NA,NA,NA,271,NA,NA,"https://www.arcgis.com/home/webmap/viewer.html?webmap=9c4319a1e84d4746a962786a1c275b14&extent=-92.2744,31.4623,-80.2993,39.7713",NA,NA,NA,NA,"Air National Guard - Berry Field, Tennessee",36.12,-86.67,"Air National Guard - Berry Field, Tennessee","Nashville International Airport, TN",NA,"Bing Maps","Airport","37217","37217","B5","G6350","S",45996969,3995207,36.1086665,-86.6567223,"ZCTA5 37217",30947,5590,12562,11154,2,374,23,382,860,32.5,50423,3627,22676,7665,28818,19107,9711,5429,4877,993,241,NA
1628,"Known","Arnold Air Force Base","Tennessee",NA,"Military","Groundwater",2017,16000,159000,175000,390064,"AFFF used at Arnold Air Force Base","https://drive.google.com/file/d/1vdJbIUzuyz1z5h-mfRQSTuVR29J82LQw/view?usp=sharing","https://www.nashvillepublicradio.org/post/investigation-dangerous-and-persistent-chemicals-discovered-middle-tennessee-military-base#stream/0","https://www.tn.gov/environment/program-areas/opsp-policy-and-sustainable-practices/policy/pfas.html","https://drive.google.com/drive/u/0/folders/1Y1aHr_zyN8Ww099VZE3qd2PK5yJ289gq","https://drive.google.com/drive/folders/1lT9ShsA7ALM55i-W677ImhF04Hskmcgo","Arnold Air Force Base, Tennessee",35.37,-86.08,"Arnold Air Force Base, Tennessee","Arnold Air Force Base, TN",NA,"Bing Maps","MilitaryBase","37388","37388","B5","G6350","S",305378927,4785301,35.3514871,-86.198185,"ZCTA5 37388",25462,944,22463,1373,0,306,0,37,339,41.7,47707,3033,24602,665,23795,23256,539,136,249,117,168,NA
1629,"Known","McGhee Tyson Air National Guard Base","Tennessee","McGhee Tyson Aiport","Military","Groundwater",2018,630,4300,4930,7355,"AFFF used at McGhee Tyson Airport / Air National Guard Base","https://drive.google.com/file/d/18V_x_IwjThwZTVYGQ2hLTWI15Wr9xlI4/view?usp=sharing",NA,"https://www.tn.gov/environment/program-areas/opsp-policy-and-sustainable-practices/policy/pfas.html","https://drive.google.com/drive/u/0/folders/1e_zJqp8NzA1nQDoH2ISsxCNzlWcLRuH9","https://drive.google.com/drive/u/0/folders/1RlbwSkJAL-u8xgcYD-6I8HHvzmg5Wqmh","McGhee Tyson Air National Guard Base, Tennessee",35.81,-84,"McGhee Tyson Air National Guard Base, Tennessee","McGhee Tyson Air National Guard Base, TN",NA,"Bing Maps","MilitaryBase","37701","37701","B5","G6350","S",27816923,28530,35.7917092,-83.9872245,"ZCTA5 37701",7509,386,5640,1015,0,114,0,57,297,36.5,48479,777,7143,366,7046,6595,451,204,277,158,16,NA
1630,"Known","Memphis Air National Guard Base","Tennessee","Memphis International Airport","Military","Groundwater",2018,14,66,80,183,"AFFF used at Memphis International Aiport / Air National Guard Base","https://drive.google.com/file/d/1Bh64ltghx8qyI0liu-5CIdP_LpkATIV-/view?usp=sharing",NA,"http://afcec.publicadmin-record.us.af.mil/Search.aspx","https://drive.google.com/drive/u/0/folders/1LfZHdlJiQB_30DUN5AxZiiqsuQuxwgRb",NA,"Memphis Air National Guard Base, Tennessee",35.14,-90.05,"Memphis Air National Guard Base, Tennessee","Memphis, TN",NA,"Bing Maps","city/town","38103","38103","B5","G6350","S",6871455,3555315,35.156214,-90.055462,"ZCTA5 38103",14713,614,8400,4644,0,745,0,31,279,33.1,72488,584,13612,1006,14352,13024,1328,174,510,421,276,NA
1631,"Known","Nashville Air National Guard Base","Tennessee","Nashville International Airport","Military","Groundwater",2018,13,96,109,271,"AFFF used at Nashville Metropolitan Airport / Air National Guard Base","https://drive.google.com/file/d/1TFtsmIUVFCWLRXkZvFMGOuYTQZHx_Btd/view?usp=sharing","http://www.arcgis.com/home/webmap/viewer.html?webmap=9c4319a1e84d4746a962786a1c275b14&extent=-92.2744,31.4623,-80.2993,39.7713","http://afcec.publicadmin-record.us.af.mil/Search.aspx","https://drive.google.com/drive/u/0/folders/15qn0A3AjPXVyZKBBVWJ2BzYMpTpPkQyu","https://drive.google.com/drive/u/0/folders/1QTqXxuEWdt0SPd0I5SfAvlrzC7hPAnBn","Nashville Air National Guard Base, Tennessee",36.16,-86.77,"Nashville Air National Guard Base, Tennessee","Nashville, TN",NA,"Bing Maps","city/town","37201","37201","B5","G6350","S",831543,160327,36.1669865,-86.7783197,"ZCTA5 37201",1745,141,1075,447,68,0,0,0,14,35.3,92827,27,1530,78,1745,1536,209,79,189,0,0,NA
1632,"Known","Naval Support Activity Mid-South","Tennessee","Former Naval Air Station Memphis","Military","Groundwater",2018,731,9640,10371,22509,"AFFF used at Former NAS Memphis / (currently) Naval Support Activity Mid-South","https://drive.google.com/file/d/1w1LzxyPp1JZ6afPj1COX2jZySM_1Urc_/view?usp=sharing","http://www.arcgis.com/home/webmap/viewer.html?webmap=9c4319a1e84d4746a962786a1c275b14&extent=-92.2744,31.4623,-80.2993,39.7713","https://www.tn.gov/environment/program-areas/opsp-policy-and-sustainable-practices/policy/pfas.html","https://drive.google.com/drive/u/0/folders/1l-Hc3yYjlNuBpkYUb80uBUQz8TE6PfQk","https://drive.google.com/drive/u/0/folders/1zm65yvzCuDYzjpQiTlbSXjMO52QF8pEW","Naval Support Activity Mid-South, Tennessee",35.33,-89.86,"Naval Support Activity Mid-South, Tennessee","Naval Support Activity Mid-South, TN",NA,"Bing Maps","LandmarkBuilding","38053","38053","B5","G6350","S",420639916,25074077,35.3281219,-89.9408239,"ZCTA5 38053",25816,1670,16606,6394,81,182,0,0,883,40.7,57766,2707,24869,668,24349,22935,1414,470,1235,33,146,NA
